theta_1, theta_2
 -685213861201621174310358266077369861409463093445899281284894510858834099738414507146571438484484341267511609766131931910459818824028630453626966735816729495050057635931881472.000000, -42338683789885730786038366234027572746831442749638397761831487870301728593157406977861966089419270312275541948590168868808522266910472181900099101953286815491126553858472427913216.000000
